#,Song,Artist,Popularity,BPM,Genres,Parent-Genres,Album,Album-Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time-Signature,Added-At,Spotify-Track-Id,Track-Id,Album-Label
1972,She Came In Through The Bathroom Window - Remastered 2009,The Beatles,59,81,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Abbey Road (Remastered),26/09/1969,01:58,53,72,0,0,69,0,30,-9,D Major,4,12/09/2023,spotify:track:2jtUGFsqanQ82zqDlhiKIp,2jtUGFsqanQ82zqDlhiKIp,EMI Catalogue
1973,Golden Slumbers - Remastered 2009,The Beatles,68,81,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Abbey Road (Remastered),26/09/1969,01:31,42,15,33,0,24,0,10,-12,C Major,4,12/09/2023,spotify:track:01SfTM5nfCou5gQL70r6gs,01SfTM5nfCou5gQL70r6gs,EMI Catalogue
1974,Carry That Weight - Remastered 2009,The Beatles,60,84,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Abbey Road (Remastered),26/09/1969,01:36,54,46,23,1,70,0,30,-9,C Major,4,12/09/2023,spotify:track:5eZrW59C3UgBhkqNlowEID,5eZrW59C3UgBhkqNlowEID,EMI Catalogue
1975,The End - Remastered 2009,The Beatles,58,123,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Abbey Road (Remastered),26/09/1969,02:21,65,49,0,28,22,0,10,-10,B Minor,1,12/09/2023,spotify:track:5aHHf6jrqDRb1fcBmue2kn,5aHHf6jrqDRb1fcBmue2kn,EMI Catalogue
1976,Her Majesty - Remastered 2009,The Beatles,25,101,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Abbey Road (Remastered),26/09/1969,00:25,70,22,73,0,52,0,10,-23,D Major,3,12/09/2023,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,6UCFZ9ZOFRxK8oak7MdPZu,EMI Catalogue
1977,Let It Be - Remastered 2015,The Beatles,60,140,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,1 (Remastered),13/11/2000,03:50,45,44,58,0,48,0,10,-9,C Major,4,12/09/2023,spotify:track:4qsVPnhbvEooD1bSNqvvh0,4qsVPnhbvEooD1bSNqvvh0,UMC (Universal Music Catalogue)
1978,You Know My Name (Look Up The Number) - Remastered 2009,The Beatles,38,119,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Past Masters (Vols. 1 & 2 / Remastered),07/03/1988,04:19,67,53,65,0,70,20,10,-12,D Major,4,12/09/2023,spotify:track:2k7gS1tS9OHeS3e8MatzgJ,2k7gS1tS9OHeS3e8MatzgJ,EMI Catalogue
1979,Two Of Us - Remastered 2009,The Beatles,59,109,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:36,73,70,10,0,93,0,20,-11,G Major,4,12/09/2023,spotify:track:0CaBBQsaAiRHhiLmzi7ZRp,0CaBBQsaAiRHhiLmzi7ZRp,EMI Catalogue
1980,Dig A Pony - Remastered 2009,The Beatles,53,59,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:55,54,48,47,0,53,0,10,-9,B Minor,4,12/09/2023,spotify:track:4OUmlC67FoPLvQNuE5C7kF,4OUmlC67FoPLvQNuE5C7kF,EMI Catalogue
1981,Across The Universe - Remastered 2009,The Beatles,67,152,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:48,26,41,36,0,86,0,0,-12,C♯/D♭ Major,4,12/09/2023,spotify:track:4dkoqJrP0L8FXftrMZongF,4dkoqJrP0L8FXftrMZongF,EMI Catalogue
1982,I Me Mine - Remastered 2009,The Beatles,55,185,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,02:25,29,64,18,0,53,0,10,-8,A Minor,3,12/09/2023,spotify:track:2BMqay80iBzZTa608Y1eG1,2BMqay80iBzZTa608Y1eG1,EMI Catalogue
1983,Dig It - Remastered 2009,The Beatles,46,157,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,00:50,54,49,66,0,67,10,40,-12,F Major,3,12/09/2023,spotify:track:0eRyOunOVBChlXxIvqwOxH,0eRyOunOVBChlXxIvqwOxH,EMI Catalogue
1984,Let It Be - Remastered 2009,The Beatles,79,143,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,04:03,44,40,63,0,41,0,10,-8,C Major,4,12/09/2023,spotify:track:7iN1s7xHE4ifF5povM6A48,7iN1s7xHE4ifF5povM6A48,EMI Catalogue
1985,Maggie Mae - Remastered 2009,The Beatles,51,169,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,00:40,52,52,38,0,52,20,10,-12,D Minor,4,12/09/2023,spotify:track:2VsX1BoWSGiuVXGiFSUr6h,2VsX1BoWSGiuVXGiFSUr6h,EMI Catalogue
1986,I've Got A Feeling - Remastered 2009,The Beatles,58,165,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:37,44,61,7,0,36,0,50,-9,D Major,4,12/09/2023,spotify:track:3gwRWIbr5ycEVLIAXrWaw7,3gwRWIbr5ycEVLIAXrWaw7,EMI Catalogue
1987,One After 909 - Remastered 2009,The Beatles,50,91,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,02:53,55,83,3,0,89,0,90,-6,E Major,4,12/09/2023,spotify:track:50qHmeex1nPTyQTwBXjSE4,50qHmeex1nPTyQTwBXjSE4,EMI Catalogue
1988,The Long And Winding Road - Remastered 2009,The Beatles,67,132,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:38,30,33,76,1,39,0,0,-10,D#/E♭ Major,4,12/09/2023,spotify:track:3mlMpmY8oZIBFc39D9zLbh,3mlMpmY8oZIBFc39D9zLbh,EMI Catalogue
1989,For You Blue - Remastered 2009,The Beatles,50,129,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,02:32,88,56,24,5,96,0,20,-11,D Major,4,12/09/2023,spotify:track:5dpRJkvY8oWMQmQbEQTXhO,5dpRJkvY8oWMQmQbEQTXhO,EMI Catalogue
1990,Get Back - Remastered 2009,The Beatles,69,123,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",Rock,Let It Be (Remastered),08/05/1970,03:09,76,59,49,1,33,0,60,-10,D Major,4,12/09/2023,spotify:track:4MLBqAEzNN89o2M9h92Z26,4MLBqAEzNN89o2M9h92Z26,EMI Catalogue
1991,"Bohemian Rhapsody - Live at The SSE Arena, Wembley, London, UK, 09.25.2015",Zac Brown Band,56,153,"contemporary country, country, country road, modern country rock","Country, Rock","Bohemian Rhapsody (Live at The SSE Arena, Wembley, London, UK, 09.25.2015)",01/09/2023,05:53,33,45,43,0,38,0,90,-9,F#/G♭ Major,4,12/09/2023,spotify:track:06IcvzBG1BCxpBoDKEM9fG,06IcvzBG1BCxpBoDKEM9fG,Home Grown Music
1992,Chicken Fried,Zac Brown Band,82,170,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,03:58,57,71,65,0,81,0,10,-4,F#/G♭ Major,4,12/09/2023,spotify:track:0LQtEJt7x0s6knb6RKdRYc,0LQtEJt7x0s6knb6RKdRYc,Home Grown Music
1993,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band,Jimmy Buffett",78,91,"contemporary country, country, country road, modern country rock, trop rock","Country, Rock",You Get What You Give,20/09/2010,03:23,72,58,43,0,61,0,10,-8,G#/A♭ Major,4,12/09/2023,spotify:track:60IGhnH20N82dNxKnc8jDd,60IGhnH20N82dNxKnc8jDd,Home Grown Music
1994,Homegrown,Zac Brown Band,73,105,"contemporary country, country, country road, modern country rock","Country, Rock",JEKYLL + HYDE,28/04/2015,03:25,71,81,2,0,94,0,0,-4,F#/G♭ Major,4,12/09/2023,spotify:track:2kR18wsL3gvXRXdNE4dCGc,2kR18wsL3gvXRXdNE4dCGc,Home Grown Music
1995,Island Song,Zac Brown Band,65,146,"contemporary country, country, country road, modern country rock","Country, Rock",Uncaged,06/07/2012,03:43,85,70,21,0,89,0,10,-6,G#/A♭ Major,4,12/09/2023,spotify:track:273gNDaG3xT0ulMx4Vct6M,273gNDaG3xT0ulMx4Vct6M,Home Grown Music
1996,Toes,Zac Brown Band,76,130,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,04:22,80,76,66,0,82,0,0,-5,B Major,4,12/09/2023,spotify:track:4S518ci8UY4op0Xyp6Hx6o,4S518ci8UY4op0Xyp6Hx6o,Home Grown Music
1997,Colder Weather,Zac Brown Band,72,136,"contemporary country, country, country road, modern country rock","Country, Rock",You Get What You Give,20/09/2010,04:33,67,38,46,0,20,0,10,-7,D#/E♭ Major,4,12/09/2023,spotify:track:3U8dHeggJ8IBe0UCb1gbyB,3U8dHeggJ8IBe0UCb1gbyB,Home Grown Music
1998,Castaway,Zac Brown Band,66,101,"contemporary country, country, country road, modern country rock","Country, Rock",JEKYLL + HYDE,28/04/2015,03:08,63,78,15,0,93,0,10,-5,G#/A♭ Major,4,12/09/2023,spotify:track:5sRHIWY7oREZYxTSbRybna,5sRHIWY7oREZYxTSbRybna,Home Grown Music
1999,Jump Right In,Zac Brown Band,63,104,"contemporary country, country, country road, modern country rock","Country, Rock",Uncaged,06/07/2012,03:00,70,82,9,0,65,0,10,-5,C♯/D♭ Major,4,12/09/2023,spotify:track:6czEmVcntPHqHBYt2eRpgY,6czEmVcntPHqHBYt2eRpgY,Home Grown Music
2000,Whatever It Is,Zac Brown Band,71,84,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,03:28,69,58,44,0,72,0,20,-7,C♯/D♭ Major,4,12/09/2023,spotify:track:33kKQSeqM2ecEcKF0LNSRT,33kKQSeqM2ecEcKF0LNSRT,Home Grown Music
2001,As She's Walking Away (feat. Alan Jackson),"Zac Brown Band,Alan Jackson",67,184,"contemporary country, country, country road, modern country rock","Country, Rock",You Get What You Give,20/09/2010,03:43,55,62,48,0,38,0,10,-7,D#/E♭ Major,4,12/09/2023,spotify:track:65UCejW01DAovmluVYHWAt,65UCejW01DAovmluVYHWAt,Home Grown Music
2002,Loving You Easy,Zac Brown Band,66,99,"contemporary country, country, country road, modern country rock","Country, Rock",JEKYLL + HYDE,28/04/2015,02:35,72,59,1,0,36,0,0,-4,C♯/D♭ Major,4,12/09/2023,spotify:track:5mhW03yGpDpkYHs9aZaxSE,5mhW03yGpDpkYHs9aZaxSE,Home Grown Music
2003,Same Boat,Zac Brown Band,63,172,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,03:10,49,84,5,0,66,0,0,-5,F#/G♭ Major,4,12/09/2023,spotify:track:4HD9SLK4s9rwRyuFt3n8N7,4HD9SLK4s9rwRyuFt3n8N7,Home Grown Music/Warner Music Nashville
2004,Free,Zac Brown Band,69,76,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,03:48,45,41,24,0,28,0,10,-8,C♯/D♭ Major,4,12/09/2023,spotify:track:4BaAxwS4VoeCYk9TuXQs7f,4BaAxwS4VoeCYk9TuXQs7f,Home Grown Music
2005,Keep Me in Mind,Zac Brown Band,64,96,"contemporary country, country, country road, modern country rock","Country, Rock",You Get What You Give,20/09/2010,03:34,68,72,16,0,56,0,10,-6,F#/G♭ Major,4,12/09/2023,spotify:track:7B2ETOSXeXPfWQl4gLjcat,7B2ETOSXeXPfWQl4gLjcat,Home Grown Music
2006,Out In The Middle,"Zac Brown Band,Blake Shelton",61,166,"contemporary country, country, country road, modern country rock, classic oklahoma country","Country, Rock",The Comeback (Deluxe),30/09/2022,02:46,52,87,2,0,62,0,10,-3,C♯/D♭ Major,4,12/09/2023,spotify:track:3lfD1JorNGR1gIkDgFc9Dc,3lfD1JorNGR1gIkDgFc9Dc,Home Grown Music/Warner Music Nashville
2007,Wild Palomino,Zac Brown Band,60,120,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,03:18,63,38,71,0,16,0,10,-9,C♯/D♭ Major,4,12/09/2023,spotify:track:25Pnn7yc213pC2sFUaaINZ,25Pnn7yc213pC2sFUaaINZ,Home Grown Music/Warner Music Nashville
2008,Where the Boat Leaves From,Zac Brown Band,60,92,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,03:42,76,80,36,0,82,0,0,-5,C♯/D♭ Major,4,12/09/2023,spotify:track:3jzHdyJ5G5X9GhqVhXZuVq,3jzHdyJ5G5X9GhqVhXZuVq,Home Grown Music
2009,Million Little Bandaids (feat. Zac Brown Band),"Caroline Jones,Zac Brown Band",61,118,"trop rock, contemporary country, country, country road, modern country rock","Country, Rock",Million Little Bandaids (feat. Zac Brown Band),14/07/2023,03:14,62,69,3,0,39,0,10,-6,E Major,4,12/09/2023,spotify:track:2HjVYqDNCtSzaeZVeRmOqu,2HjVYqDNCtSzaeZVeRmOqu,"True to the Song, LLC"
2010,Beautiful Drug,Zac Brown Band,60,126,"contemporary country, country, country road, modern country rock","Country, Rock",JEKYLL + HYDE,28/04/2015,03:11,62,85,4,0,36,0,10,-5,G#/A♭ Minor,4,12/09/2023,spotify:track:3tA0K5valodHMjA9bCsFtj,3tA0K5valodHMjA9bCsFtj,Home Grown Music
2011,Love and Sunsets,"Zac Brown Band,James Taylor",55,77,"contemporary country, country, country road, modern country rock, classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock","Rock, Country",The Comeback (Deluxe),30/09/2022,03:41,50,47,58,0,55,0,10,-5,C♯/D♭ Major,4,12/09/2023,spotify:track:6CxC7AO3qib2EZpqTyBTCy,6CxC7AO3qib2EZpqTyBTCy,Home Grown Music/Warner Music Nashville
2012,Highway 20 Ride,Zac Brown Band,62,76,"contemporary country, country, country road, modern country rock","Country, Rock",The Foundation,17/11/2008,03:49,53,40,55,0,43,0,10,-7,D#/E♭ Major,4,12/09/2023,spotify:track:1XdlLIfwryo38EZ7OzdoEG,1XdlLIfwryo38EZ7OzdoEG,Home Grown Music
2013,Natural Disaster,Zac Brown Band,56,144,"contemporary country, country, country road, modern country rock","Country, Rock",Uncaged,06/07/2012,03:02,64,69,31,0,41,0,10,-7,D#/E♭ Major,4,12/09/2023,spotify:track:0nuDQsDMhfnGkJsecQXSMl,0nuDQsDMhfnGkJsecQXSMl,Home Grown Music
2014,Someone I Used To Know,Zac Brown Band,59,108,"contemporary country, country, country road, modern country rock","Country, Rock",The Owl,20/09/2019,03:29,62,75,0,0,33,0,10,-6,F#/G♭ Minor,4,12/09/2023,spotify:track:2GHJ7SJUd1KunqhFyI7vFf,2GHJ7SJUd1KunqhFyI7vFf,BMG Rights Management (US) LLC
2015,Paradise Lost on Me,Zac Brown Band,52,117,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,02:24,74,83,6,0,82,0,10,-5,F#/G♭ Major,4,12/09/2023,spotify:track:3sfvaTYyewkAl9jLrLpqaT,3sfvaTYyewkAl9jLrLpqaT,Home Grown Music/Warner Music Nashville
2016,From Now On,Zac Brown Band,54,110,"contemporary country, country, country road, modern country rock","Country, Rock",From Now On,16/11/2018,04:20,54,81,11,0,26,0,30,-4,D#/E♭ Major,4,12/09/2023,spotify:track:3Ksw1diWULifMLaV2oTYtU,3Ksw1diWULifMLaV2oTYtU,Atlantic Records
2017,Sweet Annie,Zac Brown Band,58,140,"contemporary country, country, country road, modern country rock","Country, Rock",Uncaged,06/07/2012,04:38,64,43,17,0,17,0,10,-8,F#/G♭ Major,4,12/09/2023,spotify:track:7jRdxVZeBAtLXL8ZpBMR2q,7jRdxVZeBAtLXL8ZpBMR2q,Home Grown Music
2018,Can't You See (feat. Kid Rock) - Live,"Zac Brown Band,Kid Rock",53,88,"contemporary country, country, country road, modern country rock, nu metal","Country, Rock",Pass the Jar [Zac Brown Band and Friends from the Fabulous Fox Theatre in Atlanta (Live)],04/05/2010,05:46,48,85,17,0,56,0,60,-5,F#/G♭ Major,4,12/09/2023,spotify:track:7Ht6JlOdCjN2UWefpaIf5u,7Ht6JlOdCjN2UWefpaIf5u,Home Grown Music
2019,No Hurry,Zac Brown Band,54,146,"contemporary country, country, country road, modern country rock","Country, Rock",You Get What You Give,20/09/2010,03:46,56,53,38,0,41,0,30,-6,D#/E♭ Major,4,12/09/2023,spotify:track:15vrb7RIDVq0n44vMGJOz5,15vrb7RIDVq0n44vMGJOz5,Home Grown Music
2020,Heavy Is the Head,"Zac Brown Band,Chris Cornell",56,171,"contemporary country, country, country road, modern country rock, alternative metal, alternative rock, grunge, hard rock, nu metal, post-grunge, rock","Rock, Country",JEKYLL + HYDE,28/04/2015,03:59,40,92,0,0,68,0,0,-3,G#/A♭ Major,4,12/09/2023,spotify:track:5GYFgz8QsRssKk2ONcvnpo,5GYFgz8QsRssKk2ONcvnpo,Home Grown Music
2021,Goodbye in Her Eyes,Zac Brown Band,57,81,"contemporary country, country, country road, modern country rock","Country, Rock",Uncaged,06/07/2012,05:24,41,56,16,0,38,0,0,-7,D#/E♭ Major,4,12/09/2023,spotify:track:7bcinCjd50wHDroef8TbEe,7bcinCjd50wHDroef8TbEe,Home Grown Music
2022,Old Love Song,Zac Brown Band,51,111,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,03:31,75,81,2,0,74,0,0,-4,B Major,4,12/09/2023,spotify:track:0qsL5RoNMj7Q6AR44Kpm4S,0qsL5RoNMj7Q6AR44Kpm4S,Home Grown Music/Warner Music Nashville
2023,My Old Man,Zac Brown Band,56,144,"contemporary country, country, country road, modern country rock","Country, Rock",Welcome Home,12/05/2017,03:47,64,20,82,0,30,0,10,-11,E Major,4,12/09/2023,spotify:track:0jyYstiiibkN6xlS7INejg,0jyYstiiibkN6xlS7INejg,Home Grown Music
2024,Free / Into the Mystic - Live from Bonnaroo,Zac Brown Band,51,147,"contemporary country, country, country road, modern country rock","Country, Rock",Live from Bonnaroo,11/08/2009,07:25,27,54,2,0,14,0,90,-8,C♯/D♭ Major,4,12/09/2023,spotify:track:6pvl3g9am21RDPb4Oh5Bvx,6pvl3g9am21RDPb4Oh5Bvx,Home Grown Music
2025,Day That I Die (feat. Amos Lee),"Zac Brown Band,Amos Lee",52,154,"contemporary country, country, country road, modern country rock, acoustic pop, neo mellow, stomp and holler","Country, Rock",Uncaged,06/07/2012,04:52,62,61,29,0,52,0,10,-5,D#/E♭ Major,4,12/09/2023,spotify:track:3ceKgvL552YX6TRd8czbIA,3ceKgvL552YX6TRd8czbIA,Home Grown Music
2026,Young And Wild,Zac Brown Band,49,92,"contemporary country, country, country road, modern country rock","Country, Rock",JEKYLL + HYDE,28/04/2015,03:14,71,72,9,0,70,0,10,-5,F Major,4,12/09/2023,spotify:track:6sHHbTcr4zXpp2VbhYR9TB,6sHHbTcr4zXpp2VbhYR9TB,Home Grown Music
2027,Cover Me Up - Recorded at Spotify Studios NYC,Zac Brown Band,52,128,"contemporary country, country, country road, modern country rock","Country, Rock",Spotify Singles,14/06/2017,04:47,46,24,72,0,16,0,10,-10,C♯/D♭ Major,3,12/09/2023,spotify:track:2S3Vx5HRNqRr4MCJCFREbl,2S3Vx5HRNqRr4MCJCFREbl,Home Grown Music
2028,The Man Who Loves You The Most,Zac Brown Band,53,158,"contemporary country, country, country road, modern country rock","Country, Rock",The Man Who Loves You The Most,12/06/2020,03:44,51,57,25,0,44,0,10,-7,D#/E♭ Major,4,12/09/2023,spotify:track:1zg8flkyo77uKIfSk3P1RI,1zg8flkyo77uKIfSk3P1RI,Home Grown Music
2029,You and Islands,Zac Brown Band,49,124,"contemporary country, country, country road, modern country rock","Country, Rock",You and Islands,31/07/2020,03:50,65,73,3,0,67,0,20,-5,A Major,4,12/09/2023,spotify:track:07jaDQMInCqSSjAkQtydgz,07jaDQMInCqSSjAkQtydgz,Home Grown Music
2030,Stubborn Pride,"Zac Brown Band,Jamey Johnson,Marcus King",52,133,"contemporary country, country, country road, modern country rock, outlaw country, modern blues, modern blues rock","Country, Rock",The Comeback (Deluxe),30/09/2022,07:09,53,64,1,1,34,0,10,-6,B Major,4,12/09/2023,spotify:track:49ExSGKErkQHeqxPnanEcO,49ExSGKErkQHeqxPnanEcO,Home Grown Music/Warner Music Nashville
2031,Roots,Zac Brown Band,50,115,"contemporary country, country, country road, modern country rock","Country, Rock",Welcome Home,12/05/2017,03:51,73,60,15,0,70,0,10,-7,B Major,4,12/09/2023,spotify:track:3xFbQNOatTO8jVduzZM8CD,3xFbQNOatTO8jVduzZM8CD,Home Grown Music
2032,Black Water (with Zac Brown Band),"The Doobie Brothers,Zac Brown Band",47,171,"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock, contemporary country, country, country road, modern country rock","Rock, Country",Southbound,03/11/2014,04:19,53,77,17,0,67,0,10,-6,E Minor,4,12/09/2023,spotify:track:2mfwqp4aPbuDgZLHjEskwY,2mfwqp4aPbuDgZLHjEskwY,Arista Nashville
2033,"Forever and Ever, Amen (feat. Zac Brown Band)","Randy Travis,Zac Brown Band",47,98,"contemporary country, country, country gospel, country road, modern country rock","Country, Rock",Anniversary Celebration,03/06/2011,03:42,67,52,57,0,66,0,10,-8,D Major,4,12/09/2023,spotify:track:3OUn0smHIPWTvVj0P8ztWd,3OUn0smHIPWTvVj0P8ztWd,Warner Records
2034,The Comeback,Zac Brown Band,46,113,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,03:19,66,83,3,0,55,0,20,-3,F#/G♭ Major,4,12/09/2023,spotify:track:7lElOtOondehTtHdnuoX9V,7lElOtOondehTtHdnuoX9V,Home Grown Music/Warner Music Nashville
2035,Your Majesty,Zac Brown Band,48,90,"contemporary country, country, country road, modern country rock","Country, Rock",Welcome Home,12/05/2017,03:42,62,52,14,0,50,0,10,-8,D#/E♭ Major,4,12/09/2023,spotify:track:6R9AC1tdGTmGssWoFXZI6X,6R9AC1tdGTmGssWoFXZI6X,Home Grown Music
2036,Cold Hearted,Zac Brown Band,47,166,"contemporary country, country, country road, modern country rock","Country, Rock",You Get What You Give,20/09/2010,03:47,40,47,41,0,32,0,0,-7,C♯/D♭ Major,4,12/09/2023,spotify:track:1e1xKKUM0bf2oTxoeV4KSd,1e1xKKUM0bf2oTxoeV4KSd,Home Grown Music
2037,All Alright,Zac Brown Band,46,155,"contemporary country, country, country road, modern country rock","Country, Rock","The Grohl Sessions, Vol. 1",10/12/2013,04:23,32,56,7,0,51,0,10,-7,G#/A♭ Major,4,12/09/2023,spotify:track:0Bo95z626OhKicgVoPBOrS,0Bo95z626OhKicgVoPBOrS,Home Grown Music
2038,Slow Burn,Zac Brown Band,47,120,"contemporary country, country, country road, modern country rock","Country, Rock",The Comeback,15/10/2021,03:31,57,93,0,0,69,0,0,-3,C♯/D♭ Major,4,12/09/2023,spotify:track:7fhB7QhTBMlANw4M41PQHS,7fhB7QhTBMlANw4M41PQHS,Home Grown Music/Warner Music Nashville
2039,Family Table,Zac Brown Band,45,186,"contemporary country, country, country road, modern country rock","Country, Rock",Welcome Home,12/05/2017,03:31,40,75,3,0,64,0,10,-7,C♯/D♭ Minor,4,12/09/2023,spotify:track:7gSaGr8XJ8zJ05tMm5BFJ5,7gSaGr8XJ8zJ05tMm5BFJ5,Home Grown Music
2040,Already On Fire,Zac Brown Band,43,169,"contemporary country, country, country road, modern country rock","Country, Rock",The Owl,20/09/2019,02:57,49,82,0,0,46,10,10,-6,A Minor,4,12/09/2023,spotify:track:61Zp9IJkK8oQS7ebPYAoLd,61Zp9IJkK8oQS7ebPYAoLd,BMG Rights Management (US) LLC
2041,All the Best,Zac Brown Band,45,78,"contemporary country, country, country road, modern country rock","Country, Rock",Welcome Home,12/05/2017,04:11,65,14,58,0,14,0,10,-11,F#/G♭ Major,4,12/09/2023,spotify:track:0fCpCpJbkcbN0Gxv68U6M0,0fCpCpJbkcbN0Gxv68U6M0,Home Grown Music
2042,Somethin' 'Bout A Truck,Kip Moore,70,176,"contemporary country, country, country road, modern country rock","Country, Rock",Up All Night,01/01/2012,03:33,55,79,7,0,79,0,60,-5,B Major,4,12/09/2023,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,6Ymvlzom4TQeoKqAWsZRD8,MCA Nashville
2043,Sometimes She Stays,Kip Moore,61,148,"contemporary country, country, country road, modern country rock","Country, Rock",Damn Love,28/04/2023,03:59,50,48,49,0,13,0,20,-9,F#/G♭ Major,4,12/09/2023,spotify:track:0YyhcqBtNVFppSW6LOXJXU,0YyhcqBtNVFppSW6LOXJXU,MCA Nashville
2044,More Girls Like You,Kip Moore,60,75,"contemporary country, country, country road, modern country rock","Country, Rock",SLOWHEART,08/09/2017,02:34,56,75,1,0,71,0,0,-6,D Major,4,12/09/2023,spotify:track:73WWkaWkIRSP3MYGZ14aY4,73WWkaWkIRSP3MYGZ14aY4,MCA Nashville
2045,She's Mine,Kip Moore,59,123,"contemporary country, country, country road, modern country rock","Country, Rock",Wild World,29/05/2020,03:49,62,86,0,0,61,0,10,-6,G Major,4,12/09/2023,spotify:track:6NCbMyR7A8MjbX0UhaEgbd,6NCbMyR7A8MjbX0UhaEgbd,MCA Nashville
2046,Fire On Wheels,Kip Moore,56,120,"contemporary country, country, country road, modern country rock","Country, Rock",Fire On Wheels,24/06/2022,02:36,71,87,2,0,82,0,20,-5,G Major,4,12/09/2023,spotify:track:2EuSpBqoWsE5ohMBCXXUHO,2EuSpBqoWsE5ohMBCXXUHO,MCA Nashville
2047,Hey Pretty Girl,Kip Moore,60,83,"contemporary country, country, country road, modern country rock","Country, Rock",Up All Night,01/01/2012,03:35,29,40,14,0,9,0,20,-11,D Major,1,12/09/2023,spotify:track:75p6fgACKYIyIhsoG411SZ,75p6fgACKYIyIhsoG411SZ,MCA Nashville
2048,The Bull,Kip Moore,59,123,"contemporary country, country, country road, modern country rock","Country, Rock",SLOWHEART,08/09/2017,03:09,74,69,1,0,70,0,0,-6,G Major,4,12/09/2023,spotify:track:6mBlft6IhCJwPNKhnbb0wK,6mBlft6IhCJwPNKhnbb0wK,MCA Nashville
2049,Damn Love,Kip Moore,54,110,"contemporary country, country, country road, modern country rock","Country, Rock",Damn Love,24/02/2023,03:10,65,82,31,0,29,0,10,-6,E Major,4,12/09/2023,spotify:track:7uuMtZ0IkdybIPJvvwfHaI,7uuMtZ0IkdybIPJvvwfHaI,MCA Nashville
2050,If I Was Your Lover,"Kip Moore,Morgan Wade",55,116,"contemporary country, country, country road, modern country rock, modern country pop","Country, Pop",If I Was Your Lover,16/09/2022,03:40,61,87,1,0,46,0,0,-6,D Major,4,12/09/2023,spotify:track:2zWbXUgWEWwubCja3ArCTu,2zWbXUgWEWwubCja3ArCTu,MCA Nashville
2051,Beer Money,Kip Moore,58,126,"contemporary country, country, country road, modern country rock","Country, Rock",Up All Night,01/01/2012,03:38,75,81,2,0,77,0,10,-6,D Major,4,12/09/2023,spotify:track:61voPX1C71rhwynuLQyajo,61voPX1C71rhwynuLQyajo,MCA Nashville
