#,Song,Artist,Popularity,BPM,Genres,Parent-Genres,Album,Album-Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time-Signature,Added-At,Spotify-Track-Id,Track-Id,Album-Label
528,I Love It (feat. Charli XCX) - Tiesto Remix,"Icona Pop,Charli XCX,Tiesto",46,128,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop, art pop, pop, uk pop, big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",House,"Club Life, Vol. 3 - Stockholm",11/06/2013,03:59,44,95,0,87,18,10,30,-5,G#/A♭ Minor,4,12/09/2023,spotify:track:7vFpssS3kATxZOuWGCrJAt,7vFpssS3kATxZOuWGCrJAt,Musical Freedom
529,Whenever (feat. Conor Maynard),"Kris Kross Amsterdam,The Boy Next Door,Conor Maynard",63,110,"dutch house, dutch pop, basshall, post-teen pop, uk pop, viral pop",House,Whenever (feat. Conor Maynard),22/06/2018,02:43,73,77,15,0,52,0,20,-6,G Major,4,12/09/2023,spotify:track:3DGar7krWlmrXRFHBcQF6z,3DGar7krWlmrXRFHBcQF6z,Spinnin' Records
530,Zunami - Original Mix,"Merk,Kremont",0,128,,House,Zunami,18/11/2013,05:20,70,92,1,85,11,0,10,-5,E Minor,4,12/09/2023,spotify:track:1kF5GAjrlQrkUTEtXr3PwF,1kF5GAjrlQrkUTEtXr3PwF,Protocol Recordings
531,Payback,"Dimitri Vangelis & Wyman,Steve Angello",0,128,"dutch house, edm, electro house, pop dance, progressive electro house, house, progressive house",House,Payback,21/04/2014,05:49,63,83,5,8,32,0,50,-5,G Minor,4,12/09/2023,spotify:track:2Lv7vYpPx68ttqspWdMnvw,2Lv7vYpPx68ttqspWdMnvw,Columbia
532,Change the Light - Radio Edit,"dBerrie,Carlos Cid,Collin McLoughlin",0,126,,House,Change The Light,2011,03:10,58,91,7,0,77,0,20,-5,G Minor,4,12/09/2023,spotify:track:1QEp9yRC3ydVzpskF03WHV,1QEp9yRC3ydVzpskF03WHV,"Ultra Records, LLC"
533,Damaged - Radio Edit,"Adrian Lux,Alva Tang",27,128,"progressive electro house, ",House,Damaged,01/01/2013,02:46,43,84,0,0,38,0,10,-4,D Minor,4,12/09/2023,spotify:track:6mCR84oWk19XCfGTCL9Wee,6mCR84oWk19XCfGTCL9Wee,Universal Music AB
534,Gold Skies - Radio Edit,"Sander van Doorn,Martin Garrix,DVBBS,Aleesia",0,128,"dutch house, dutch trance, edm, electro house, pop dance, progressive electro house, progressive house, dutch edm, pop, canadian electronic, slap house, canadian pop",House,Gold Skies,14/07/2014,03:55,48,77,3,1,16,0,50,-6,A Minor,4,12/09/2023,spotify:track:0Ovs8UlYiheoObpyeTWWLE,0Ovs8UlYiheoObpyeTWWLE,disco:wax
535,Ma Chérie - Remady Radio Edit,"DJ Antoine,The Beatshakers",0,128,"nordic house, pop house, fake",House,Ma Chérie,29/10/2010,03:29,63,64,0,0,53,10,20,-7,G#/A♭ Major,3,12/09/2023,spotify:track:2FGxOURaQqwF0gVwlhEup1,2FGxOURaQqwF0gVwlhEup1,disco:wax
536,Tomorrowland,Matthew Nash,0,128,,House,Tomorrowland,03/06/2013,02:49,73,77,5,88,68,0,60,-8,F#/G♭ Major,4,12/09/2023,spotify:track:1O840vvSstAc1wE6UJyCpY,1O840vvSstAc1wE6UJyCpY,1823 Rooster Records via DiGiDi.org
537,Just Can't Stay Away - Original Mix,"Hard Rock Sofa,Squrei",0,128,"dutch house, electro house, progressive electro house, russian edm, ",House,Just Can't Stay Away,20/08/2012,06:25,65,90,0,75,49,0,70,-3,B Major,4,12/09/2023,spotify:track:0Fu22G9NPGcomEapGHAEjv,0Fu22G9NPGcomEapGHAEjv,disco:wax
538,Thinking About You (feat. Ayah Marar),"Calvin Harris,Ayah Marar",69,128,"dance pop, edm, electro house, house, pop, progressive house, uk dance, jordanian pop",House,18 Months,29/10/2012,04:07,73,87,0,0,75,0,10,-4,C Minor,4,12/09/2023,spotify:track:1KtD0xaLAikgIt5tPbteZQ,1KtD0xaLAikgIt5tPbteZQ,Columbia
539,Right Now - Sick Individuals Remix,"Rihanna,David Guetta,Sick Individuals",0,128,"barbadian pop, pop, urban contemporary, big room, dance pop, edm, pop dance, dutch house, electro house, progressive electro house",House,Right Now (Remixes),21/06/2013,05:32,58,98,0,75,35,0,10,-3,B Major,4,12/09/2023,spotify:track:0FCPoULJJPlMwTY50apSyv,0FCPoULJJPlMwTY50apSyv,Universal Music Group
540,Don't Look Down (feat. Usher),"Martin Garrix,USHER",66,128,"dutch edm, edm, pop, pop dance, progressive house, atl hip hop, contemporary r&b, dance pop, r&b, rap, south carolina hip hop, urban contemporary",House,Don't Look Down (feat. Usher),17/03/2015,03:43,57,83,0,0,38,0,10,-6,C Major,4,12/09/2023,spotify:track:5M9jOReAKGZ2AttVefFjTY,5M9jOReAKGZ2AttVefFjTY,Spinnin' Records/RCA Records
541,We Like to Party - Radio Edit,Showtek,44,128,"classic hardstyle, dutch house, edm, electro house, euphoric hardstyle, pop dance, progressive electro house",House,We Like to Party,30/12/2013,03:28,57,91,0,94,26,0,30,-6,C♯/D♭ Minor,4,12/09/2023,spotify:track:5zBIpQdBLku4dwqtptiNgs,5zBIpQdBLku4dwqtptiNgs,Skink
542,Body Talk (feat. Julian Perretta),"Dimitri Vegas & Like Mike,MOGUAI,Julian Perretta",21,128,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house, german techno, progressive house, uk pop",House,Body Talk (feat. Julian Perretta),15/09/2014,03:27,56,92,0,0,63,30,50,-5,G Major,4,12/09/2023,spotify:track:4w9B0Sz0pZIrkjT9qYpre6,4w9B0Sz0pZIrkjT9qYpre6,Spinnin' Records
543,Sunshine,"David Guetta,Avicii",52,128,"big room, dance pop, edm, pop, pop dance",House,Nothing but the Beat (Ultimate Edition),07/12/2012,06:00,59,80,0,90,22,0,0,-5,C♯/D♭ Minor,4,12/09/2023,spotify:track:0PCRR19Pf4iiuvSrPxtQ0x,0PCRR19Pf4iiuvSrPxtQ0x,Parlophone (France)
544,Shotgun,"Yellow Claw,Rochelle",0,145,"edm, electro house, pop dance, dutch r&b",House,Shotgun,02/12/2013,03:13,66,91,1,21,23,0,10,-3,E Minor,4,12/09/2023,spotify:track:5Kw4cuAmd6l1uSpfl7ce6d,5Kw4cuAmd6l1uSpfl7ce6d,disco:wax
545,Are You With Me,Lost Frequencies,80,121,"belgian edm, edm, pop dance, tropical house",House,Less Is More,21/10/2016,02:18,76,61,26,0,39,0,10,-8,F Minor,4,12/09/2023,spotify:track:4255amV4enzl28KAn16rUO,4255amV4enzl28KAn16rUO,Armada Music Albums
546,Fade,Alan Walker,0,180,electro house,House,Fade,19/11/2014,04:24,79,65,1,11,49,0,0,-4,F#/G♭ Major,4,12/09/2023,spotify:track:2lfPecqFbH8X4lHSpTxt8l,2lfPecqFbH8X4lHSpTxt8l,NCS
547,Faded - Tiesto's Deep House Remix,"Alan Walker,Tiesto",50,122,"electro house, big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",House,Faded (Remixes),29/04/2016,04:29,60,77,0,48,38,0,10,-7,F#/G♭ Major,4,12/09/2023,spotify:track:1Lma3yrNXT5xkQmRDAvoMW,1Lma3yrNXT5xkQmRDAvoMW,MER Recordings
548,Waves - Robin Schulz Radio Edit,"Mr. Probz,Robin Schulz",80,120,"pop dance, deep euro house, deep house, edm, german dance, tropical house",House,Waves (Robin Schulz Radio Edit),07/02/2014,03:28,83,51,1,0,45,0,0,-9,F Minor,4,12/09/2023,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,1HFfMOxCAT4GAwaPfCdmUs,Left Lane Recordings
549,Dangerous (feat. Sam Martin),"David Guetta,Sam Martin",68,92,"big room, dance pop, edm, pop, pop dance, ",House,Listen,21/11/2014,03:23,47,75,42,0,43,0,10,-5,E Minor,4,12/09/2023,spotify:track:7pqgMEKsDMOHUdFQ7n0N9K,7pqgMEKsDMOHUdFQ7n0N9K,Parlophone (France)
550,Sugar (feat. Francesco Yates),"Robin Schulz,Francesco Yates",80,123,"deep euro house, deep house, edm, german dance, pop dance, tropical house, canadian pop",House,Sugar,25/09/2015,03:39,64,82,2,0,64,0,10,-5,F Minor,4,12/09/2023,spotify:track:5tf1VVWniHgryyumXyJM7w,5tf1VVWniHgryyumXyJM7w,Tonspiel
551,Lean On (feat. Mo & DJ Snake),"Major Lazer,Mo,DJ Snake",79,98,"dance pop, edm, electro house, moombahton, pop, pop dance, danish pop, electropop, electronic trap",House,Peace Is The Mission : Extended,27/11/2015,02:56,72,81,0,0,27,0,50,-3,G Minor,4,12/09/2023,spotify:track:2YWjW3wwQIBLNhxWKBQd16,2YWjW3wwQIBLNhxWKBQd16,Third Pardee Records
552,My Way,Calvin Harris,81,120,"dance pop, edm, electro house, house, pop, progressive house, uk dance",House,My Way,16/09/2016,03:39,82,91,9,0,54,0,10,-3,E Minor,4,12/09/2023,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,1vvNmPOiUuyCbgWmtc6yfm,Columbia
553,Alone,Alan Walker,77,97,electro house,House,Different World,14/12/2018,02:40,67,91,23,0,18,0,10,-4,A#/B♭ Major,4,12/09/2023,spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk,3LlmKSHR3Rs0Y3KHQLAYDk,MER Recordings
554,Cold Water (feat. Justin Bieber & Mo),"Major Lazer,Justin Bieber,Mo",74,93,"dance pop, edm, electro house, moombahton, pop, pop dance, canadian pop, danish pop, electropop",House,Cold Water (feat. Justin Bieber & Mo),22/07/2016,03:05,61,80,7,0,50,0,10,-5,F#/G♭ Minor,4,12/09/2023,spotify:track:6Bjtr3tPdto5nyuLYf61sN,6Bjtr3tPdto5nyuLYf61sN,Third Pardee Records
555,In the Name of Love,"Martin Garrix,Bebe Rexha",82,134,"dutch edm, edm, pop, pop dance, progressive house, dance pop",House,In the Name of Love,29/07/2016,03:15,50,52,11,0,17,0,40,-6,E Minor,4,12/09/2023,spotify:track:23L5CiUhw2jV1OIMwthR3S,23L5CiUhw2jV1OIMwthR3S,Epic Amsterdam
556,Let Me Love You,"DJ Snake,Justin Bieber",86,100,"edm, electronic trap, pop, pop dance, canadian pop",House,Encore,05/08/2016,03:25,65,72,9,0,16,0,10,-5,G#/A♭ Major,4,12/09/2023,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake Def Jam
557,Middle,"DJ Snake,Bipolar Sunshine",77,105,"edm, electronic trap, pop, pop dance, gauze pop",House,Encore,05/08/2016,03:40,58,70,1,0,22,0,0,-5,A Major,4,12/09/2023,spotify:track:0g5EKLgdKvNlln7TNqBByK,0g5EKLgdKvNlln7TNqBByK,DJ Snake Def Jam
558,2U (feat. Justin Bieber),"David Guetta,Justin Bieber",68,145,"big room, dance pop, edm, pop, pop dance, canadian pop",House,2U (feat. Justin Bieber),09/06/2017,03:14,55,65,22,0,56,0,20,-6,G#/A♭ Minor,4,12/09/2023,spotify:track:3A7qX2QjDlPnazUsRk5y0M,3A7qX2QjDlPnazUsRk5y0M,Parlophone (France)
559,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner,Seeb",81,102,"dance pop, pop, pop dance, pop rap",House,"At Night, Alone.",06/05/2016,03:17,66,71,4,0,71,10,0,-7,G Minor,4,12/09/2023,spotify:track:0vbtURX4qv1l7besfwmnD8,0vbtURX4qv1l7besfwmnD8,"Monster Mountain, LLC / Island"
560,Closer,"The Chainsmokers,Halsey",86,95,"electropop, pop, etherpop, indie poptimism",House,Closer,29/07/2016,04:04,75,52,41,0,66,0,10,-6,G#/A♭ Major,4,12/09/2023,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,Disruptor Records/Columbia
561,Wasted,"Tiesto,Matthew Koma",0,112,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, pop edm",House,A Town Called Paradise,13/06/2014,03:10,64,82,0,0,39,0,20,-6,D Major,4,12/09/2023,spotify:track:2CAK2t1reUgPK6OMgAMURB,2CAK2t1reUgPK6OMgAMURB,Universal Music Group
562,Heart Upon My Sleeve,Avicii,46,126,"edm, pop, pop dance",House,TRUE,01/01/2013,04:43,71,72,9,53,35,0,30,-8,E Minor,4,12/09/2023,spotify:track:6BO5udfgxk73rgdlbwBQh8,6BO5udfgxk73rgdlbwBQh8,Universal Music AB
563,Antidote - Radio Edit,"Swedish House Mafia,Knife Party",53,128,"edm, pop dance, progressive electro house, australian dance, brostep, complextro, electro house, moombahton",House,Antidote,16/12/2011,02:57,65,86,1,3,63,10,10,-5,G Major,4,12/09/2023,spotify:track:38JE3O2HocFNvtljgtlNKv,38JE3O2HocFNvtljgtlNKv,Virgin Records
564,Heads Will Roll - A-Trak Remix,"Yeah Yeah Yeahs,A-Trak",68,132,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave, canadian electronic, edm, electro house, electronic trap, turntablism",House,Heads Will Roll (A-Trak Remix),01/01/2009,06:23,74,61,1,32,78,0,0,-4,G#/A♭ Minor,4,12/09/2023,spotify:track:5bs8OXiOt4BPF2FAnRFP1u,5bs8OXiOt4BPF2FAnRFP1u,Interscope
565,Faded,ZHU,50,125,"edm, electro house",House,Nightday (EP),01/09/2014,03:43,86,48,1,12,60,0,10,-7,A Minor,4,12/09/2023,spotify:track:27ImR3LOSWgzqrABxD92uq,27ImR3LOSWgzqrABxD92uq,disco:wax
566,Toulouse - Radio Mix,Nicky Romero,23,128,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",House,Toulouse,02/03/2012,03:05,75,94,11,35,55,10,30,-3,F Minor,4,12/09/2023,spotify:track:2KkNVDyul9jLEOmkgMF6Xz,2KkNVDyul9jLEOmkgMF6Xz,Spinnin' Records
567,Gecko,Oliver Heldens,42,125,"edm, electro house, future house, house, pop dance, progressive electro house, progressive house",House,Gecko (Radio Edit),24/03/2014,02:46,79,83,11,91,48,0,20,-7,C Major,4,12/09/2023,spotify:track:5ilkrJ2rvP1mZXchgkIEGP,5ilkrJ2rvP1mZXchgkIEGP,Parlophone UK
568,Blue (Da Ba Dee) - Sound of Legend Version Edit,Sound Of Legend,0,128,,House,Blue (Da Ba Dee) [Sound of Legend Version Edit],28/10/2016,02:59,57,98,13,0,21,0,10,-2,G Minor,4,12/09/2023,spotify:track:3JUxU3KohteqkLk9BOpQ1c,3JUxU3KohteqkLk9BOpQ1c,b1
569,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65,Gabry Ponte",78,128,"eurodance, europop, italian adult pop, italo dance, slap house",House,Europop,1999,04:43,82,97,26,0,77,0,30,-11,G Minor,4,12/09/2023,spotify:track:2yAVzRiEQooPEJ9SYx11L3,2yAVzRiEQooPEJ9SYx11L3,Hits Only
570,Hear Me Now,"Alok,Bruno Martini,Zeeba",53,122,"electro house, pop nacional, sertanejo universitario, slap house, ",House,Hear Me Now,01/01/2016,03:12,79,43,54,0,46,0,0,-8,B Major,4,12/09/2023,spotify:track:1a5Yu5L18qNxVhXx38njON,1a5Yu5L18qNxVhXx38njON,Universal Music AB
571,Paris,The Chainsmokers,70,100,"electropop, pop",House,Paris,13/01/2017,03:41,65,64,2,0,25,0,0,-7,D Major,4,12/09/2023,spotify:track:15vzANxN8G9wWfwAJLLMCg,15vzANxN8G9wWfwAJLLMCg,Disruptor Records/Columbia
572,Paris - Jewelz & Sparks Remix,"The Chainsmokers,Jewelz & Sparks",46,125,"electropop, pop, big room, dutch house, electro house, progressive electro house, sky room",House,Paris (Remixes),17/02/2017,03:34,44,91,8,0,21,30,10,-4,D Major,3,12/09/2023,spotify:track:5srtUQuIEmo9pqiIT8h2BG,5srtUQuIEmo9pqiIT8h2BG,Disruptor Records/Columbia
573,On & On,"Cartoon,Daniel Levi",1,174,"gaming edm, estonian pop",House,On & On,09/07/2015,03:27,46,70,28,0,42,0,10,-5,B Major,4,12/09/2023,spotify:track:4B2kkxg3wKSTZw5JPaUtzQ,4B2kkxg3wKSTZw5JPaUtzQ,NCS
574,Stay,"Zedd,Alessia Cara",78,102,"complextro, edm, german techno, pop, pop dance, canadian contemporary r&b, canadian pop",House,Stay,23/02/2017,03:30,69,62,25,0,54,0,10,-5,F Minor,4,12/09/2023,spotify:track:6uBhi9gBXWjanegOb2Phh0,6uBhi9gBXWjanegOb2Phh0,UMGRI Interscope
575,Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd,Hayley Williams",66,128,"complextro, edm, german techno, pop, pop dance, art pop",House,Clarity (Deluxe),01/01/2014,03:37,60,74,11,0,46,0,0,-3,G#/A♭ Major,4,12/09/2023,spotify:track:4bT2zLVv2T4GiK9q9KtI0v,4bT2zLVv2T4GiK9q9KtI0v,Interscope
576,Let Me Love You - Don Diablo Remix,"DJ Snake,Don Diablo,Justin Bieber",47,126,"edm, electronic trap, pop, pop dance, dutch house, electro house, future house, progressive electro house, progressive house, canadian pop",House,Let Me Love You (Don Diablo Remix),09/12/2016,04:26,67,85,1,0,29,0,10,-3,C Minor,4,12/09/2023,spotify:track:7A0kyzZwkyztNsNeEsTiPX,7A0kyzZwkyztNsNeEsTiPX,DJ Snake Def Jam
577,Made Of - Original Mix,Nause,25,128,,House,Made Of,01/01/2011,06:36,66,73,0,4,28,0,20,-6,F Minor,4,12/09/2023,spotify:track:7wUX0gim8V0nYcIT6l6B2t,7wUX0gim8V0nYcIT6l6B2t,Universal Music AB
578,Show Me Love - Radio Edit,"Steve Angello,Laidback Luke,Robin S",1,130,"dutch house, edm, electro house, house, pop dance, progressive electro house, progressive house, big room, dutch edm, diva house",House,Show Me Love,24/03/2009,03:04,65,86,52,0,57,0,10,-4,F Major,4,12/09/2023,spotify:track:2WIwmd809qDTOn4UJgDnNi,2WIwmd809qDTOn4UJgDnNi,Mixmash Records
579,Hakuna Matata - Hardwell Radio Edit,R3HAB,11,128,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",House,Hakuna Matata (Hardwell Edit),05/02/2016,02:45,67,93,0,38,9,0,40,-1,F Minor,4,12/09/2023,spotify:track:30TjVKet8vjPrKMpGYyVDh,30TjVKet8vjPrKMpGYyVDh,disco:wax
580,Wait (feat. Loote),"Martin Jensen,Loote",42,110,"danish electronic, pop dance, alt z, nyc pop",House,Wait (feat. Loote),18/08/2017,02:45,65,66,18,0,34,0,10,-5,G#/A♭ Minor,4,12/09/2023,spotify:track:5XiZK7m9PLppgIzJBpw2x5,5XiZK7m9PLppgIzJBpw2x5,disco:wax
581,So,Martin Jensen,37,128,"danish electronic, pop dance",House,Sí,20/03/2015,02:58,77,75,0,29,42,30,30,-7,B Minor,4,12/09/2023,spotify:track:279At8lP0zS4VUEQ1xr2nO,279At8lP0zS4VUEQ1xr2nO,disco:wax
582,Bleed,"SCNDL,Timmy Trumpet",41,128,"melbourne bounce, melbourne bounce international, australian dance, big room",House,Bleed,13/11/2013,04:48,87,92,0,84,62,0,30,-4,F#/G♭ Major,4,12/09/2023,spotify:track:6BjG1CZKTi8hMvUbj571xu,6BjG1CZKTi8hMvUbj571xu,Monstercat
583,Freaks,"Timmy Trumpet,Savage",72,128,"australian dance, big room, melbourne bounce, melbourne bounce international, nz hip hop",House,Freaks,01/08/2014,02:48,89,97,2,39,75,10,20,-1,E Major,4,12/09/2023,spotify:track:62feRreeM9ea7i2VHVSKrg,62feRreeM9ea7i2VHVSKrg,Hussle Recordings AU
584,Trumpsta - Djuro Remix,"Contiez,Treyy G,Djuro",55,128,"melbourne bounce, melbourne bounce international, progressive electro house",House,Trumpsta (Djuro Remix),10/12/2013,04:18,97,59,0,37,20,20,20,-7,C♯/D♭ Major,4,12/09/2023,spotify:track:1j76V9cJO7O9gzEK3mHw4i,1j76V9cJO7O9gzEK3mHw4i,Ultra Records
585,Calling (Lose My Mind),"Sebastian Ingrosso,Alesso,Ryan Tedder",46,125,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, dance pop, pop, ",House,Until Now,01/01/2012,06:13,65,56,5,16,10,0,0,-7,E Major,4,12/09/2023,spotify:track:3hZm2MqVqCLDoxGblUSvxj,3hZm2MqVqCLDoxGblUSvxj,Virgin Records
586,Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia),"Coldplay,Swedish House Mafia",50,125,"permanent wave, pop, edm, pop dance, progressive electro house",House,Until Now,01/01/2012,06:48,63,87,0,1,29,0,50,-6,A Major,4,12/09/2023,spotify:track:5J8m6w5VmswbMBYUAFf44t,5J8m6w5VmswbMBYUAFf44t,Virgin Records
587,Just Hold On,"Steve Aoki,Louis Tomlinson",63,115,"edm, electro house, pop dance, pop",House,Just Hold On,10/12/2016,03:18,65,93,0,0,37,0,0,-4,B Major,4,12/09/2023,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,3EmmCZoqpWOTY1g2GBwJoR,"Ultra Records, LLC"
588,Back 2 U (feat. WALK THE MOON),"Steve Aoki,Boehm,WALK THE MOON",42,126,"edm, electro house, pop dance, deep tropical house, dance rock, modern rock, pop",House,Back 2 U (feat. WALK THE MOON),19/05/2016,04:35,64,88,2,0,55,0,10,-6,A#/B♭ Major,4,12/09/2023,spotify:track:5deDWZeDHWfYk9xaq9ynh4,5deDWZeDHWfYk9xaq9ynh4,"Ultra Records, LLC"
589,Shots & Squats,"Vigiland,Tham Sway",63,128,"deep pop edm, electronic trap, ",House,Shots & Squats,05/06/2015,02:51,81,81,1,0,24,10,20,-5,F Minor,4,12/09/2023,spotify:track:5nIrdpo8eXQU3YgZelEXkd,5nIrdpo8eXQU3YgZelEXkd,Universal Music AB
590,Bocca di Rosa,Gabri V,30,130,,House,Bocca di Rosa,02/01/2022,03:31,69,81,4,0,4,10,10,-12,B Major,4,12/09/2023,spotify:track:35Fi8p7H9790PEDFXnUjF7,35Fi8p7H9790PEDFXnUjF7,1036855 Records DK
591,Pong Dance,Vigiland,59,128,"deep pop edm, electronic trap",House,Pong Dance,04/03/2016,02:37,83,71,1,0,12,0,0,-8,D Major,4,12/09/2023,spotify:track:0DBTrH6kBbF8CzNVcu5MQR,0DBTrH6kBbF8CzNVcu5MQR,Universal Music AB
592,All For Love,"Tungevaag,Raaban,Richard Smitt",59,125,"big room, nordic house, deep pop edm, ",House,All For Love,23/03/2018,03:00,69,90,14,0,65,0,40,-1,G Major,4,12/09/2023,spotify:track:5VGBgPVFO3e0lWz4WHYntQ,5VGBgPVFO3e0lWz4WHYntQ,WM Sweden
593,Russian Roulette,"Tungevaag,Raaban,Charlie Who?",51,128,"big room, nordic house, deep pop edm, swedish pop",House,Russian Roulette,27/11/2015,03:19,56,84,20,0,38,0,30,-4,F Minor,4,12/09/2023,spotify:track:1vu8zEpTfoxLtpRFyRMEFn,1vu8zEpTfoxLtpRFyRMEFn,RCA Records Label
594,Cutting Shapes,Don Diablo,57,126,"dutch house, edm, electro house, future house, pop dance, progressive electro house, progressive house",House,Past.Present.Future.,06/02/2017,02:59,72,91,3,0,56,20,10,-4,C Major,4,12/09/2023,spotify:track:3hENlPbIlUZXQ3MiosF87Q,3hENlPbIlUZXQ3MiosF87Q,HEXAGON
595,Solo Dance,Martin Jensen,63,115,"danish electronic, pop dance",House,Solo Dance,04/11/2016,02:54,75,85,5,0,40,0,20,-2,A Major,4,12/09/2023,spotify:track:3R6dPfF2yBO8mHySW1XDAa,3R6dPfF2yBO8mHySW1XDAa,disco:wax
596,#SELFIE,The Chainsmokers,65,128,"electropop, pop",House,#SELFIE,01/01/2014,03:03,79,92,1,0,66,20,0,-3,C Major,4,12/09/2023,spotify:track:1HOlb9rdNOmy9b1Fakicjo,1HOlb9rdNOmy9b1Fakicjo,Dim Mak Inc
597,Hey Brother - Syn Cole Remix,Avicii,39,128,"edm, pop, pop dance",House,Hey Brother (Remixes),01/01/2013,05:00,75,80,0,0,55,0,0,-3,G Minor,4,12/09/2023,spotify:track:6rw6a2nTBLva837QJDZOx6,6rw6a2nTBLva837QJDZOx6,Universal Music AB
598,I Found U - Radio Edit,Axwell,0,130,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",House,I Found U,2007,02:53,66,96,6,0,26,0,40,-7,E Minor,4,12/09/2023,spotify:track:2bC91HahcxJ8SW72X5llRm,2bC91HahcxJ8SW72X5llRm,disco:wax
599,Tu Es Foutu 2012 - Rico Bernasconi Remix,In-Grid,0,128,,House,Tu Es Foutu 2012,24/07/2012,05:48,98,73,0,55,51,10,0,-5,C Minor,4,12/09/2023,spotify:track:7LBWnaII2Xt0D7CqzCfIfP,7LBWnaII2Xt0D7CqzCfIfP,X-Energy
600,Satisfaction - Original,Benny Benassi presents The Biz,0,130,,House,Hypnotica,23/05/2003,04:45,79,70,18,14,36,10,0,-4,B Major,4,12/09/2023,spotify:track:41N46fZZDok0gY5y49JFia,41N46fZZDok0gY5y49JFia,D:Vision
601,Center of the Universe - Remode Edit,Axwell,16,175,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",House,Center Of The Universe,08/07/2013,03:28,27,93,8,62,68,0,0,-3,C♯/D♭ Minor,3,12/09/2023,spotify:track:3fao2rujDFBjFvf7nhXnCH,3fao2rujDFBjFvf7nhXnCH,disco:wax
602,Barbra Streisand - Radio Edit,Duck Sauce,46,128,disco house,House,Barbra Streisand,15/10/2010,03:16,77,92,0,20,51,10,20,-2,C♯/D♭ Major,4,12/09/2023,spotify:track:0XvjOhwCnXXFOSlBbV9jPN,0XvjOhwCnXXFOSlBbV9jPN,disco:wax
603,Start A Fire (feat. Martin Radoz),"Felix Zaltaio,Lindh Van Berg,Martin Radoz",12,128,,House,Start A Fire (feat. Martin Radoz),21/06/2013,05:15,64,59,0,7,42,0,10,-7,C Major,4,12/09/2023,spotify:track:12ZGdGLfxy6wr5ZZmnBK5m,12ZGdGLfxy6wr5ZZmnBK5m,Parlophone Sweden
604,Sexual Healing - Kygo Remix,"Marvin Gaye,Kygo",65,101,"classic soul, motown, neo soul, northern soul, quiet storm, soul, edm, pop, pop dance, tropical house",House,Sexual Healing (Kygo Remix),27/04/2015,06:08,69,68,32,2,65,0,0,-7,C Minor,4,12/09/2023,spotify:track:7s1upm7yr7ZjrzXMwHawtG,7s1upm7yr7ZjrzXMwHawtG,"Ultra Records, LLC"
605,Take Over Control (feat. Eva Simons) - Radio Edit,"AFROJACK,Eva Simons",59,130,"big room, dance pop, dutch house, edm, electro house, pop dance, dutch pop",House,Take Over Control (feat. Eva Simons) [Radio Edit],12/08/2010,03:28,72,81,22,0,61,10,0,-4,C Minor,4,12/09/2023,spotify:track:5DdDbJvoaT8fqQMJkiGg4T,5DdDbJvoaT8fqQMJkiGg4T,Wall Recordings
